id,name,github,domain,primary_domain,repositories,public_repos,total_stars,followers,following,org_repos_count,org_total_stars,org_total_forks,org_total_contributions,org_avg_stars_per_repo,avatar,bio,location,company
PeakWalkerLYH,,https://github.com/PeakWalkerLYH,面试求职,面试求职,huawei-od-python,6,0,0,0,1,193,32,46,193.0,avatars/PeakWalkerLYH.jpg,,,
BITprogramMan,张超,https://github.com/BITprogramMan,面试求职,面试求职,huawei-od-python,12,10,4,12,1,193,32,39,193.0,avatars/BITprogramMan.jpg,master degree candidate,Hefei,USTC
D-Dragon0318,Spridra,https://github.com/D-Dragon0318,面试求职,面试求职,huawei-od-python,146,1,5,30,1,193,32,20,193.0,avatars/D-Dragon0318.jpg,Neither better nor worse,,
Kaiwen-Zuo98,Kaiwen-Zuo98,https://github.com/Kaiwen-Zuo98,面试求职,面试求职,huawei-od-python,5,1,2,0,1,193,32,11,193.0,avatars/Kaiwen-Zuo98.jpg,CS Phd student,,
Westwood-Lin,Yalin Feng,https://github.com/Westwood-Lin,面试求职,面试求职,huawei-od-python,8,5,50,170,1,193,32,11,193.0,avatars/Westwood-Lin.jpg,SE researcher from NJU.,,
duqing12,,https://github.com/duqing12,面试求职,面试求职,huawei-od-python,2,0,0,0,1,193,32,7,193.0,avatars/duqing12.jpg,,,
CompassNull,,https://github.com/CompassNull,面试求职,面试求职,huawei-od-python,4,0,0,0,1,193,32,3,193.0,avatars/CompassNull.jpg,,,
JackLi-CS,Jack Lee,https://github.com/JackLi-CS,面试求职,面试求职,huawei-od-python,0,0,0,1,1,193,32,2,193.0,avatars/JackLi-CS.jpg,"I'm Jack Lee, a student of software engineer in university.",,
voyagebio,思危,https://github.com/voyagebio,面试求职,面试求职,huawei-od-python,4,7,3,5,1,193,32,1,193.0,avatars/voyagebio.jpg,,,河海大学
funnamer,funnamer,https://github.com/funnamer,数据科学,数据科学,self-harness,8,3,0,1,1,166,26,76,166.0,avatars/funnamer.jpg,,,
TheCaptainUniverse,Captain Universe,https://github.com/TheCaptainUniverse,数据科学,数据科学,self-harness,3,4,0,2,1,166,26,6,166.0,avatars/TheCaptainUniverse.jpg,"A college student who loves programming and bug editing, striving for innovation and freedom in the field of programming as soon as possible.",,
kenken-xr,,https://github.com/kenken-xr,推荐系统,推荐系统,fun-rec,45,3,0,1,1,7179,1013,21,7179.0,avatars/kenken-xr.jpg,,,
swallown1,酱油,https://github.com/swallown1,推荐系统,推荐系统,fun-rec,33,16,16,33,1,7179,1013,18,7179.0,avatars/swallown1.jpg,一个打酱油的coder,,
zhongqiangwu960812,Miracle,https://github.com/zhongqiangwu960812,推荐系统,推荐系统,fun-rec,19,2370,191,3,1,7179,1013,14,7179.0,avatars/zhongqiangwu960812.jpg,永远年轻，永远热泪盈眶,,
wangych6,Chester,https://github.com/wangych6,推荐系统,推荐系统,fun-rec;torch-rechub,20,20,7,2,2,8343,1163,21,4171.5,avatars/wangych6.jpg,,,
Lyons-T,xLyons,https://github.com/Lyons-T,推荐系统,推荐系统,fun-rec,6,0,0,2,1,7179,1013,13,7179.0,avatars/Lyons-T.jpg,,,
morningsky,Mincai Lai,https://github.com/morningsky,推荐系统;深度学习,推荐系统,fun-rec;torch-rechub,109,271,90,106,2,8343,1163,59,4171.5,avatars/morningsky.jpg,,"China, Shanghai",ShanghaiTech University
hilbert-yaa,Yuang (Hilbert) Chen,https://github.com/hilbert-yaa,推荐系统;前端开发,推荐系统,fun-rec,174,10,0,0,1,7179,1013,6,7179.0,avatars/hilbert-yaa.jpg,Ph.D. student in systems research at Carnegie Mellon.,nullptr,
maxxbaba,,https://github.com/maxxbaba,推荐系统,推荐系统,fun-rec,6,0,0,0,1,7179,1013,5,7179.0,avatars/maxxbaba.jpg,,,
tiammomo,天魔,https://github.com/tiammomo,推荐系统,推荐系统,fun-rec,31,41,27,9,1,7179,1013,4,7179.0,avatars/tiammomo.jpg,恒之贵，何必三更起五更睡；最无益，只怕一日曝十日寒。,China,
ChungKingExpress,,https://github.com/ChungKingExpress,推荐系统,推荐系统,fun-rec,1,0,3,3,1,7179,1013,3,7179.0,avatars/ChungKingExpress.jpg,,,
SYC1123,,https://github.com/SYC1123,推荐系统,推荐系统,fun-rec,109,18,8,3,1,7179,1013,1,7179.0,avatars/SYC1123.jpg,,,
storyandwine,,https://github.com/storyandwine,推荐系统,推荐系统,fun-rec;torch-rechub,17,119,43,103,2,8343,1163,3,4171.5,avatars/storyandwine.jpg,Don’t ignore your dreams; Don’t work too much; Say what you think; Cultivate friendships;​ Be happy.,Singapore,
Rainm1st,Cayla,https://github.com/Rainm1st,医学影像,医学影像,med-imaging-primer,16,0,2,9,1,57,9,7,57.0,avatars/Rainm1st.jpg,,,
yuxinww,wyx,https://github.com/yuxinww,医学影像,医学影像,med-imaging-primer,7,33,1,4,1,57,9,6,57.0,avatars/yuxinww.jpg,code,Guangzhou,
kalworth,,https://github.com/kalworth,编程基础,编程基础,learn-python-the-smart-way-v2,26,19,3,6,1,410,61,2,410.0,avatars/kalworth.jpg,,,
SongWWWWWW,HitWHCongWang,https://github.com/SongWWWWWW,编程基础,编程基础,learn-python-the-smart-way-v2,39,48,8,19,1,410,61,1,410.0,avatars/SongWWWWWW.jpg,Intern in EPIC Lab,,
ChuanyuXue,skewcy,https://github.com/ChuanyuXue,机器学习;推荐系统;编程基础;数据竞赛;数据挖掘,编程基础,learn-python-the-smart-way,56,1093,281,56,1,399,96,32,399.0,avatars/ChuanyuXue.jpg,"Stay hungry, stay foolish",,
TheadoraTang,TheadoraTang,https://github.com/TheadoraTang,编程基础,编程基础,learn-python-the-smart-way,43,1,7,8,1,399,96,1,399.0,avatars/TheadoraTang.jpg,My name is Thea Tang.I am a Graduate student major in Data Science and technology at ECNU in China.,Shanghai China,East China Normal University
supercaizehua,ShawnCai,https://github.com/supercaizehua,编程基础,编程基础,learn-python-the-smart-way,29,17,6,28,1,399,96,1,399.0,avatars/supercaizehua.jpg,,"Suzhou, China",
TingsongYu,TingsongYu,https://github.com/TingsongYu,LLM;计算机视觉;深度学习,计算机视觉,yolo-master,13,13002,831,14,1,370,55,13,370.0,avatars/TingsongYu.jpg,致力于开源教程编写与学习的工程师，专注“AI+”项目落地，擅长各类项目技术方案分析、设计、验证及开发，欢迎交流。,GuangZhou,
NorthBlueSky,NorthernSky,https://github.com/NorthBlueSky,计算机视觉,计算机视觉,yolo-master,5,4,1,2,1,370,55,9,370.0,avatars/NorthBlueSky.jpg,,,安徽理工大学
itcharge,ITCharge,https://github.com/itcharge,编程基础,编程基础,leetcode-notes;docker-notes,15,8308,499,21,2,1185,165,394,592.5,avatars/itcharge.jpg,高效率编程，慢节奏生活。,"Beijing, China",公众号：程序员充电站（itcharge）
wmjim,mengw,https://github.com/wmjim,编程基础,编程基础,leetcode-notes,8,4,5,16,1,1117,155,1,1117.0,avatars/wmjim.jpg,有利的情况和主动的恢复，产生于“再坚持一下”的努力之中。,杭州-中国,
kriss-spy,Krisspy Wang,https://github.com/kriss-spy,AI Agent;编程基础,编程基础,leetcode-notes,67,18,4,10,1,1117,155,1,1117.0,avatars/kriss-spy.jpg,,,
296452965,Yik Chen,https://github.com/296452965,数据库;编程基础,编程基础,leetcode-notes,14,51,2,1,1,1117,155,1,1117.0,avatars/296452965.jpg,Nothing always changes but change.,,
handsometaoa,handsometaoa,https://github.com/handsometaoa,编程基础,编程基础,leetcode-notes,19,6,0,0,1,1117,155,1,1117.0,avatars/handsometaoa.jpg,,"Beijing , China",
andy-kong-cloud,green-voltis-andy-kong,https://github.com/andy-kong-cloud,编程基础,编程基础,leetcode-notes,2,0,0,1,1,1117,155,1,1117.0,avatars/andy-kong-cloud.jpg,,,
Skypow2012,maxmon,https://github.com/Skypow2012,强化学习,强化学习,joyrl;whale-anno,99,17,33,88,2,333,37,102,166.5,avatars/Skypow2012.jpg,,,
zhaozhiming,zhaozhiming,https://github.com/zhaozhiming,LLM;前端开发,LLM,hugging-llm,118,62,162,5,1,3066,385,2,3066.0,avatars/zhaozhiming.jpg,"Experienced full-stack engineer, a passion for new technologies, affinity for open-source, a geeky mindset.",China,
pzc163,Magic Yang,https://github.com/pzc163,LLM,LLM,hugging-llm,48,294,37,13,1,3066,385,2,3066.0,avatars/pzc163.jpg,This is my github code warehouse for my students,Xiamen,
fayer0love,fayer0love,https://github.com/fayer0love,LLM,LLM,hugging-llm,19,0,3,9,1,3066,385,1,3066.0,avatars/fayer0love.jpg,Chill out,Chicago,
likefallwind,likefallwind,https://github.com/likefallwind,LLM,LLM,hugging-llm,51,7,15,12,1,3066,385,1,3066.0,avatars/likefallwind.jpg,,,
Wings236,,https://github.com/Wings236,数据科学,数据科学,awesome-compression,12,17,5,7,1,373,42,8,373.0,avatars/Wings236.jpg,,"China, Guangzhou",
JinYu1998,,https://github.com/JinYu1998,计算机视觉,计算机视觉,awesome-compression,21,12,4,20,1,373,42,8,373.0,avatars/JinYu1998.jpg,,,
zy-ning,Zhiyuan Ning,https://github.com/zy-ning,LLM;AI Agent,LLM,awesome-compression,29,29,8,6,1,373,42,6,373.0,avatars/zy-ning.jpg,,,SJTU
JonXia,,https://github.com/JonXia,NLP;机器学习,NLP,awesome-compression,112,3,12,134,1,373,42,1,373.0,avatars/JonXia.jpg,"NLP,Reinforcement Learning.",,"Not in Google, with the method of elimnation."
jwwthu,,https://github.com/jwwthu,图神经网络,图神经网络,awesome-compression,20,3369,531,0,1,373,42,1,373.0,avatars/jwwthu.jpg,,,
mYcc-one,mYcc1,https://github.com/mYcc-one,数据科学,数据科学,awesome-compression,3,0,1,0,1,373,42,1,373.0,avatars/mYcc-one.jpg,,,
YoloMao,,https://github.com/YoloMao,AI Agent,AI Agent,handy-multi-agent,24,0,2,17,1,769,74,2,769.0,avatars/YoloMao.jpg,zzz,,
jiang-zx,jiang zx,https://github.com/jiang-zx,AI Agent,AI Agent,handy-multi-agent,16,0,12,45,1,769,74,2,769.0,avatars/jiang-zx.jpg,,,
aut-rain,,https://github.com/aut-rain,AI Agent,AI Agent,handy-multi-agent,4,31,5,6,1,769,74,1,769.0,avatars/aut-rain.jpg,,,
queenyn,Queen,https://github.com/queenyn,推荐系统;深度学习;人工智能,推荐系统,torch-rechub;hello-hexo-blog,7,1,4,4,2,1166,152,52,583.0,avatars/queenyn.jpg,东南大学本科生，目前正在学习人工智能和深度学习相关知识，主要通过小项目和代码练习来逐步掌握神经网络、PyTorch 等工具。,,
ywucode,Yifeng Wu,https://github.com/ywucode,推荐系统,推荐系统,torch-rechub,8,0,3,0,1,1164,150,32,1164.0,avatars/ywucode.jpg,Building software is pure fun.,"Austin, Texas",PayPal
TyndaleLym,Yimeng Lu,https://github.com/TyndaleLym,推荐系统,推荐系统,torch-rechub,4,0,2,2,1,1164,150,19,1164.0,avatars/TyndaleLym.jpg,@TyndaleLym is 陆羿檬,"Chengdu, Sichuan, China",University of Electronic Science and Technology of China
yinpu,,https://github.com/yinpu,LLM;推荐系统;NLP,推荐系统,torch-rechub,25,15,3,2,1,1164,150,11,1164.0,avatars/yinpu.jpg,,,
lw-xundong,,https://github.com/lw-xundong,推荐系统,推荐系统,torch-rechub,6,0,1,3,1,1164,150,8,1164.0,avatars/lw-xundong.jpg,,,
zerolovesea,ZeroLoveSeA,https://github.com/zerolovesea,推荐系统;深度学习;机器学习,推荐系统,torch-rechub,13,147,26,5,1,1164,150,8,1164.0,avatars/zerolovesea.jpg,Team Turning the best!,Madrid,Complutense Universidad of Madrid
1qweasdzxc,lailai,https://github.com/1qweasdzxc,推荐系统,推荐系统,torch-rechub,10,297,11,10,1,1164,150,6,1164.0,avatars/1qweasdzxc.jpg,feel terrible,,
Hjh233,,https://github.com/Hjh233,推荐系统,推荐系统,torch-rechub,24,17,2,4,1,1164,150,6,1164.0,avatars/Hjh233.jpg,,,
Luxorion-12,Yangshoudu Zheng,https://github.com/Luxorion-12,推荐系统,推荐系统,torch-rechub,22,3,5,13,1,1164,150,5,1164.0,avatars/Luxorion-12.jpg,AI major student，cv,qingdao,
HaSai666,HaSai！！！,https://github.com/HaSai666,深度学习;机器学习;推荐系统;数据竞赛;图神经网络,推荐系统,torch-rechub,129,273,47,45,1,1164,150,5,1164.0,avatars/HaSai666.jpg,,,Xi'an Jiaotong University
IceCapriccio,,https://github.com/IceCapriccio,推荐系统,推荐系统,torch-rechub,9,7,4,3,1,1164,150,5,1164.0,avatars/IceCapriccio.jpg,,,
TransMux,TransMux,https://github.com/TransMux,推荐系统;机器学习,推荐系统,torch-rechub,64,80,16,4,1,1164,150,2,1164.0,avatars/TransMux.jpg,Creation never Ends.,,
happydog-intj,happy dog,https://github.com/happydog-intj,推荐系统;AI Agent,推荐系统,torch-rechub,554,19806,3991,106,1,1164,150,2,1164.0,avatars/happydog-intj.jpg,Engineer@Github,singapore,Open Source
GinNie23,,https://github.com/GinNie23,推荐系统,推荐系统,torch-rechub,35,0,1,5,1,1164,150,1,1164.0,avatars/GinNie23.jpg,,,
JJplane,,https://github.com/JJplane,推荐系统,推荐系统,torch-rechub,16,0,3,3,1,1164,150,1,1164.0,avatars/JJplane.jpg,,,
loliw,,https://github.com/loliw,推荐系统,推荐系统,torch-rechub,9,1,0,0,1,1164,150,1,1164.0,avatars/loliw.jpg,,,
sliortega295-ops,,https://github.com/sliortega295-ops,推荐系统,推荐系统,torch-rechub,28,6,0,1,1,1164,150,1,1164.0,avatars/sliortega295-ops.jpg,,,
zhanhao93,Hao ZHAN,https://github.com/zhanhao93,强化学习,强化学习,key-book,14,5,28,0,1,1705,187,48,1705.0,avatars/zhanhao93.jpg,Statistics Machine Learning,Shanghai,
leafy-lee,,https://github.com/leafy-lee,强化学习;计算机视觉,强化学习,key-book;dive-into-cv-pytorch,19,19,14,49,2,2674,379,16,1337.0,avatars/leafy-lee.jpg,,,
youngfish42,Yuwen Yang,https://github.com/youngfish42,数据库;深度学习;机器学习;计算机视觉;人工智能;NLP;强化学习;图神经网络;数据挖掘,强化学习,key-book,18,2116,414,116,1,1705,187,9,1705.0,avatars/youngfish42.jpg,Learned people know they can never learn enough.,"Shanghai, China",Shanghai Jiao Tong University (SJTU)
MouseSun846,,https://github.com/MouseSun846,强化学习,强化学习,key-book,97,25,22,132,1,1705,187,1,1705.0,avatars/MouseSun846.jpg,路漫漫其修远兮，吾将上下而求索。,,
xwen111,Xin WEN,https://github.com/xwen111,数据科学,数据科学,design-with-ai,10,5,2,3,1,73,11,14,73.0,avatars/xwen111.jpg,wmls,,
guojiayu-ai,郭佳宇,https://github.com/guojiayu-ai,数据科学,数据科学,design-with-ai,7,0,0,3,1,73,11,9,73.0,avatars/guojiayu-ai.jpg,Harbin Institute of Technology/major in Big Data Management and Application,"92 Xidazhi Street, Nangang District, Harbin City, Heilongjiang Province, China",Harbin Institute of Technology
fangke-justcan,,https://github.com/fangke-justcan,数据科学,数据科学,design-with-ai,7,0,2,2,1,73,11,1,73.0,avatars/fangke-justcan.jpg,,,
howtion0,howtion,https://github.com/howtion0,数据科学,数据科学,whale-bot,8,2,2,1,1,54,3,47,54.0,avatars/howtion0.jpg,a little poor guy,,
robbietree8,,https://github.com/robbietree8,框架教程,框架教程,powerful-numpy,63,0,26,174,1,494,88,1,494.0,avatars/robbietree8.jpg,,HangZhou,
Holidayrabbit,Fulin Zhao,https://github.com/Holidayrabbit,LLM;AI Agent,LLM,openclaw-tutorial,36,22,31,21,1,171,15,4,171.0,avatars/Holidayrabbit.jpg,✨LLM agent & Software; 💻Ex ML-Intern @readai-team 🌍Language is world!,Wuhan,
whw199833,Haowen Wang,https://github.com/whw199833,深度学习;机器学习;推荐系统;NLP;数据科学,深度学习,statistical-learning-method-solutions-manual;caublazer,39,11,9,12,2,2066,254,8,1033.0,avatars/whw199833.jpg,Applied Computing & Data Science,,@DinosaurTech
WangSoooCute,王梓璇,https://github.com/WangSoooCute,数据科学,数据科学,statistical-learning-method-solutions-manual,16,3,7,22,1,2065,254,1,2065.0,avatars/WangSoooCute.jpg,Love math and CS,"Beijing, Haidian","Renmin University of China, Undergraduate"
Qingbobo,,https://github.com/Qingbobo,数据科学,数据科学,video-devour,0,0,0,0,1,113,23,1,113.0,avatars/Qingbobo.jpg,,,
RINZERON,,https://github.com/RINZERON,NLP,NLP,fun-transformer,9,4,1,4,1,247,36,56,247.0,avatars/RINZERON.jpg,,Shenzhen,
weidesh,984261@deltree,https://github.com/weidesh,全栈开发,全栈开发,wow-fullstack,143,0,9,32,1,280,53,11,280.0,avatars/weidesh.jpg,,"Shanghai, China",
7n8fail,Tom.Yang,https://github.com/7n8fail,全栈开发,全栈开发,wow-fullstack,2,0,0,0,1,280,53,6,280.0,avatars/7n8fail.jpg,Addicted to all in one ...,"Shanghai, China",
FreyaOne,Freya,https://github.com/FreyaOne,全栈开发;前端开发,全栈开发,wow-fullstack;whale-web,30,1,4,12,2,309,92,5,154.5,avatars/FreyaOne.jpg,,,
fansi2020,,https://github.com/fansi2020,全栈开发,全栈开发,wow-fullstack,24,6,5,29,1,280,53,3,280.0,avatars/fansi2020.jpg,,,
Susan2048,,https://github.com/Susan2048,全栈开发,全栈开发,wow-fullstack,5,0,1,1,1,280,53,1,280.0,avatars/Susan2048.jpg,,,
TESTPERSONAL,,https://github.com/TESTPERSONAL,全栈开发,全栈开发,wow-fullstack,0,0,12,0,1,280,53,1,280.0,avatars/TESTPERSONAL.jpg,,,
fengyunzaidushi,,https://github.com/fengyunzaidushi,LLM;全栈开发;AI Agent,全栈开发,wow-fullstack;whale-coin,358,116,47,96,2,284,57,65,142.0,avatars/fengyunzaidushi.jpg,,,
Xlight5,Go Hellman,https://github.com/Xlight5,全栈开发,全栈开发,wow-fullstack,334,2,10,65,1,280,53,1,280.0,avatars/Xlight5.jpg,"student of Guangzhou University,@GZHU",Guangzhou University,Guangzhou University
yyhhxx,,https://github.com/yyhhxx,全栈开发,全栈开发,wow-fullstack,9,0,0,0,1,280,53,1,280.0,avatars/yyhhxx.jpg,,,
zxdwhda,,https://github.com/zxdwhda,AI工具,AI工具,coze-ai-assistant,34,9,4,4,1,255,38,55,255.0,avatars/zxdwhda.jpg,,,
Zgh332358,Aiken,https://github.com/Zgh332358,AI工具,AI工具,coze-ai-assistant,19,0,0,9,1,255,38,12,255.0,avatars/Zgh332358.jpg,,,
Dong237,Youxiang Dong,https://github.com/Dong237,LLM;强化学习;机器学习,LLM,distil-rl-introduction,75,3,4,21,1,20,3,30,20.0,avatars/Dong237.jpg,"I'm generally interested in LLM alignment and its application in vertical domains, especially finance",China,Megvii Technology Limited
motewei,Qingwei Wei,https://github.com/motewei,数据科学,数据科学,distil-rl-introduction;hml-solutions;ai-club,6,1,19,307,3,116,25,61,38.67,avatars/motewei.jpg,,"Hangzhou, China",
karry-z,Kairui Zhang,https://github.com/karry-z,数据科学,数据科学,distil-rl-introduction,15,4,3,3,1,20,3,1,20.0,avatars/karry-z.jpg,,,
minigenepig,最小生成猪,https://github.com/minigenepig,数据科学,数据科学,musiclm-universe,5,1,1,0,1,62,11,51,62.0,avatars/minigenepig.jpg,,,
CuteLemon0v0,,https://github.com/CuteLemon0v0,强化学习,强化学习,hugging-rl,0,0,0,3,1,25,0,2,25.0,avatars/CuteLemon0v0.jpg,,,
jiangjin1999,,https://github.com/jiangjin1999,LLM;AI Agent,LLM,whale-paper,18,35,13,75,1,54,4,7,54.0,avatars/jiangjin1999.jpg,,Beijing,Peking University
AnSuZeaT,,https://github.com/AnSuZeaT,多模态,多模态,whale-paper;hugging-vis,1,0,0,2,2,236,22,17,118.0,avatars/AnSuZeaT.jpg,,,
ChengaoJ,Chengao Jiang,https://github.com/ChengaoJ,数据科学,数据科学,whale-paper,244,0,0,0,1,54,4,2,54.0,avatars/ChengaoJ.jpg,,Los Angeles,
P-hyllis,fuqu,https://github.com/P-hyllis,数据科学,数据科学,whale-paper;whale-paper-pal,0,0,0,3,2,69,5,35,34.5,avatars/P-hyllis.jpg,,,
rickyxume,Ricky Xu,https://github.com/rickyxume,计算机视觉;数据科学;数据分析;NLP;图神经网络;数据挖掘,计算机视觉,grape-book,31,109,20,60,1,282,44,3,282.0,avatars/rickyxume.jpg,"Ever walking, never settle.",China,
moyanxinxu,JianxiangTian,https://github.com/moyanxinxu,AI工具,AI工具,grape-book;unlock-hf,24,2,19,39,2,379,57,6,189.5,avatars/moyanxinxu.jpg,,,@QUST-DSRA
monkeyDemon,ShengAn,https://github.com/monkeyDemon,计算机视觉;深度学习,计算机视觉,dive-into-cv-pytorch,13,582,94,1,1,969,192,121,969.0,avatars/monkeyDemon.jpg,Anti-cheat algorithm engineer,,
szuRyan,Ryan,https://github.com/szuRyan,计算机视觉,计算机视觉,dive-into-cv-pytorch;team-learning-cv,1,0,4,4,2,1357,339,28,678.5,avatars/szuRyan.jpg,,shenzhen,
QiangZiBro,qiangzibro,https://github.com/QiangZiBro,计算机视觉,计算机视觉,dive-into-cv-pytorch,98,105,54,119,1,969,192,14,969.0,avatars/QiangZiBro.jpg,Job: AI infra \n Life: 🎸🏊📖,Shanghai,Iluvatar CoreX
Dulpyanghaobo,Hab Yang,https://github.com/Dulpyanghaobo,计算机视觉;编程基础,计算机视觉,dive-into-cv-pytorch;team-learning-program,127,17,7,29,2,1817,559,10,908.5,avatars/Dulpyanghaobo.jpg,Hab,上海,Datawhale
skywatcherfanl,,https://github.com/skywatcherfanl,计算机视觉,计算机视觉,dive-into-cv-pytorch,35,2,1,3,1,969,192,8,969.0,avatars/skywatcherfanl.jpg,,,
kuangtietietie,,https://github.com/kuangtietietie,计算机视觉,计算机视觉,dive-into-cv-pytorch,2,0,0,0,1,969,192,3,969.0,avatars/kuangtietietie.jpg,,,
Gookr5,Gookr5,https://github.com/Gookr5,计算机视觉,计算机视觉,dive-into-cv-pytorch;team-learning-cv,23,0,1,1,2,1357,339,4,678.5,avatars/Gookr5.jpg,,,
GoldWaterFall,GoldWaterFall,https://github.com/GoldWaterFall,AI Agent,AI Agent,hugging-multi-agent,145,3,19,164,1,1399,162,29,1399.0,avatars/GoldWaterFall.jpg,,,
LinightKira,HongWei,https://github.com/LinightKira,AI Agent,AI Agent,hugging-multi-agent,14,1,2,7,1,1399,162,1,1399.0,avatars/LinightKira.jpg,Aspiring writer with a passion for storytelling. Loves exploring new worlds through books and is always ready for a creative challenge.,,
Peter-303,,https://github.com/Peter-303,数据科学,数据科学,vc-lab,4,1,0,2,1,8,3,22,8.0,avatars/Peter-303.jpg,,,
Nomeee-1045,,https://github.com/Nomeee-1045,数据科学,数据科学,vc-lab,0,0,0,0,1,8,3,1,8.0,avatars/Nomeee-1045.jpg,,,
xinghang-ee-cs,moyin belog,https://github.com/xinghang-ee-cs,数据科学,数据科学,vc-lab,4,2,0,0,1,8,3,1,8.0,avatars/xinghang-ee-cs.jpg,,,
Light-City,Francis,https://github.com/Light-City,编程基础,编程基础,go-talent;anycli;smart-card;whale-starry;university-event;light-memory-pool;suno-scan,147,43993,1481,6,7,109,94,78,15.57,avatars/Light-City.jpg,微信公众号：guangcity,重庆,
chaojixinren,超級の新人,https://github.com/chaojixinren,数据科学,数据科学,whale-whisper,36,95,56,58,1,12,5,3,12.0,avatars/chaojixinren.jpg,,Dalian,Dalian University of Technology
Day333,Kuiye Ding,https://github.com/Day333,NLP,NLP,hand-bert,22,2,12,2,1,23,5,19,23.0,avatars/Day333.jpg,,,
BlueLumen,keikei,https://github.com/BlueLumen,数据科学,数据科学,hello-net,10,0,2,11,1,12,3,27,12.0,avatars/BlueLumen.jpg,,,
KiritoStar,张白苏,https://github.com/KiritoStar,数据科学,数据科学,hello-net,3,0,2,1,1,12,3,4,12.0,avatars/KiritoStar.jpg,Datawhale member,,MD
captain-tony,Captain_tony,https://github.com/captain-tony,数据科学,数据科学,faster-git,8,0,0,0,1,177,60,34,177.0,avatars/captain-tony.jpg,,,
xgdyp,,https://github.com/xgdyp,数据科学,数据科学,faster-git;whale-anno,98,7,52,147,2,250,71,22,125.0,avatars/xgdyp.jpg,Do nothing by halves,Shanghai,@X-lab2017
martinx,Martin Xu,https://github.com/martinx,数据科学,数据科学,faster-git;whale-starry,294,18,59,72,2,213,121,23,106.5,avatars/martinx.jpg,,"Shanghai, China",
renlle,superplus,https://github.com/renlle,数据科学,数据科学,faster-git,9,1,0,8,1,177,60,2,177.0,avatars/renlle.jpg,,,
ecnu-stju,JUn,https://github.com/ecnu-stju,数据科学,数据科学,faster-git,14,3,1,5,1,177,60,1,177.0,avatars/ecnu-stju.jpg,华东师范大学的学生，stats student from East China Normal University,中国,
vvJesse,OliverWong,https://github.com/vvJesse,数据科学,数据科学,faster-git,15,4,2,1,1,177,60,1,177.0,avatars/vvJesse.jpg,,,
KelvinF97,KF97,https://github.com/KelvinF97,多模态,多模态,aima-notes;vced,285,0,11,15,2,457,70,42,228.5,avatars/KelvinF97.jpg,,,
wenhao0214,Wenhao,https://github.com/wenhao0214,数据科学,数据科学,aima-notes;rl-papers,14,0,1,7,2,121,17,6,60.5,avatars/wenhao0214.jpg,Every dog has its day.,,
xjli360,Mocax,https://github.com/xjli360,LLM;多模态;前端开发,多模态,hugging-vis,24,58,14,11,1,182,18,109,182.0,avatars/xjli360.jpg,,,Tsinghua university
xiaozhuangma,xiaozhuang Ma,https://github.com/xiaozhuangma,多模态,多模态,hugging-vis,3,0,0,1,1,182,18,19,182.0,avatars/xiaozhuangma.jpg,,,Xi'an Jiaotong University (XJTU)
Orion-DH,Orion-DH,https://github.com/Orion-DH,多模态,多模态,hugging-vis,1,0,1,6,1,182,18,17,182.0,avatars/Orion-DH.jpg,,,
guanidine,Guanidine beryllium,https://github.com/guanidine,多模态,多模态,hugging-vis,17,24,16,9,1,182,18,14,182.0,avatars/guanidine.jpg,,,
flawzhang,,https://github.com/flawzhang,多模态,多模态,hugging-vis,1,0,0,0,1,182,18,14,182.0,avatars/flawzhang.jpg,,,
it-worker-club,Tango,https://github.com/it-worker-club,多模态,多模态,hugging-vis,3,0,0,0,1,182,18,6,182.0,avatars/it-worker-club.jpg,,,
QuinzyW,,https://github.com/QuinzyW,多模态,多模态,hugging-vis,39,2,7,17,1,182,18,1,182.0,avatars/QuinzyW.jpg,,,
hu-minghao,Minghao HU,https://github.com/hu-minghao,机器学习,机器学习,smoothly-vslam,39,140,16,1,1,199,21,2,199.0,avatars/hu-minghao.jpg,道阻且长，行则将至。,,上海交通大学
CaucherWang,Caucher Wang,https://github.com/CaucherWang,数据科学,数据科学,what-is-vs,28,48,51,66,1,163,18,12,163.0,avatars/CaucherWang.jpg,Ph.D. candidate in Fudan University @DSM-fudan and Université Paris Cité.,"Paris, France",Fudan University & Université Paris Cité
whenever5225,,https://github.com/whenever5225,多模态,多模态,what-is-vs,16,68,83,13,1,163,18,4,163.0,avatars/whenever5225.jpg,,,
BenjaminXiang,Long Xiang,https://github.com/BenjaminXiang,数据科学,数据科学,what-is-vs,119,6,32,46,1,163,18,4,163.0,avatars/BenjaminXiang.jpg,CS postgraduate student in SUSTech,ShenZhen,SUSTech
tianbing111,Bing Tian,https://github.com/tianbing111,数据科学,数据科学,what-is-vs,17,65,48,51,1,163,18,1,163.0,avatars/tianbing111.jpg,Huazhong University of Science and Technology / major in computer science and technology,"WuHan,China",Huazhong University of Science and Technology
yangjiada,Jan Yang,https://github.com/yangjiada,数据科学,数据科学,free-excel,42,68,26,6,1,175,54,11,175.0,avatars/yangjiada.jpg,Less is more,,
Vanunai,,https://github.com/Vanunai,NLP,NLP,hands-dirty-nlp,0,0,0,0,1,90,16,6,90.0,avatars/Vanunai.jpg,,,
e10101,Eason Guo,https://github.com/e10101,数据库;计算机视觉;前端开发,计算机视觉,team-learning-cv,44,57,18,22,1,388,147,1,388.0,avatars/e10101.jpg,,"Auckland, New Zealand",
